"project";"file";"status"
"solar-ros";"/solar-ros/watcher/watcher/deliver_client.py";"OK"
"robot_ws_f";"/robot_ws_f/src/zed_depth_render.py";"OK"
"robot_ws_f";"/robot_ws_f/src/sample/sample/map_talker_copy.py";"OK"
"robot_ws_f";"/robot_ws_f/src/sample/sample/tf_broadcaster.py";"OK"
"robot_ws_f";"/robot_ws_f/src/sample/sample/zed_depth_tester.py";"OK"
"robot_ws_f";"/robot_ws_f/src/sample/sample/odom_subscriber.py";"OK"
"robot_ws_f";"/robot_ws_f/src/sample/sample/feature_points.py";"OK"
"robot_ws_f";"/robot_ws_f/src/sample/sample/zed_odom_tester.py";"OK"
"ros2rnet";"/ros2rnet/ros2rnet/twist2rnet.py";"OK"
"ros2rnet";"/ros2rnet/ros2rnet/publisher_member_function.py";"OK"
"MEAM-517-Project";"/MEAM-517-Project/src/path_planning/scripts/simulate_turtlebot.py";"OK"
"MEAM-517-Project";"/MEAM-517-Project/src/path_planning/scripts/test_client.py";"OK"
"MEAM-517-Project";"/MEAM-517-Project/src/mpc/src/single_mpc_control.py";"OK"
"MEAM-517-Project";"/MEAM-517-Project/src/mpc/src/multi_robot_mpc.py";"OK"
"MEAM-517-Project";"/MEAM-517-Project/src/mpc/src/sample_state_update_code.py";"OK"
"MEAM-517-Project";"/MEAM-517-Project/src/mpc/src/control.py";"OK"
"MEAM-517-Project";"/MEAM-517-Project/src/mpc/src/combined_mpc_solver.py";"OK"
"MEAM-517-Project";"/MEAM-517-Project/src/mpc/src/control_chance.py";"OK"
"VAUV-simulator";"/VAUV-simulator/uuv_control/uuv_trajectory_control/src/uuv_control_interfaces/dp_controller_base.py";"OK"
"VAUV-simulator";"/VAUV-simulator/uuv_control/uuv_thruster_manager/src/uuv_thrusters/thruster_manager.py";"OK"
"VAUV-simulator";"/VAUV-simulator/uuv_control/uuv_auv_control_allocator/src/uuv_auv_actuator_interface/actuator_manager.py";"OK"
"VAUV-simulator";"/VAUV-simulator/uuv_control/uuv_control_cascaded_pids/scripts/velocity_control.py";"OK"
"VAUV-simulator";"/VAUV-simulator/uuv_control/uuv_control_cascaded_pids/scripts/position_control.py";"OK"
"VAUV-simulator";"/VAUV-simulator/uuv_control/uuv_control_cascaded_pids/scripts/position_control_underactuated.py";"OK"
"MAPs";"/MAPs/omniverse/extensions/material-acceleration-platform/asynctest.py";"OK"
"MAPs";"/MAPs/omniverse/extensions/material-acceleration-platform/exts/abmoRobotics.maps_msgs/abmoRobotics/maps_msgs/custom_msgs.py";"OK"
"MAPs";"/MAPs/omniverse/extensions/material-acceleration-platform/exts/abmoRobotics.maps/abmoRobotics/maps/ros2/publishers.py";"OK"
"MAPs";"/MAPs/omniverse/extensions/material-acceleration-platform/exts/abmoRobotics.maps/abmoRobotics/maps/ros2/subscribers.py";"OK"
"MAPs";"/MAPs/omniverse/scripts/testpublisherworking.py";"OK"
"MAPs";"/MAPs/omniverse/scripts/testsubscriberworking.py";"OK"
"MAPs";"/MAPs/ros2_ws/src/orchestrator/utils/utils.py";"OK"
"MAPs";"/MAPs/ros2_ws/src/orchestrator/orchestrator/manipulator.py";"OK"
"MAPs";"/MAPs/ros2_ws/src/orchestrator/orchestrator/task_planner.py";"OK"
"MAPs";"/MAPs/ros2_ws/src/orchestrator/orchestrator/spawn_manager.py";"OK"
"MAPs";"/MAPs/ros2_ws/src/orchestrator/orchestrator/gui.py";"OK"
"multi_robot_trainer";"/multi_robot_trainer/mrt_server/mrt_server/sync.py";"OK"
"multi_robot_trainer";"/multi_robot_trainer/mrt_server/mrt_server/async_dual.py";"OK"
"multi_robot_trainer";"/multi_robot_trainer/mrt_server/mrt_server/sync_dual.py";"OK"
"multi_robot_trainer";"/multi_robot_trainer/mrt_server/mrt_server/async.py";"OK"
"multi_robot_trainer";"/multi_robot_trainer/mrt_worker/mrt_worker/base.py";"OK"
"r2b2-base";"/r2b2-base/test/node/test_base_node.py";"OK"
"r2b2-base";"/r2b2-base/r2b2_base/base_node.py";"OK"
"ros-slope-estimation";"/ros-slope-estimation/slope_estimation/slope_estimation/slope_estimator.py";"OK"
"project-bicopter";"/project-bicopter/ros2/devws/src/bicopter/bicopter/controller.py";"OK"
"project-bicopter";"/project-bicopter/ros2/devws/src/bicopter/bicopter/propeller.py";"OK"
"project-bicopter";"/project-bicopter/ros2/devws/src/bicopter/bicopter/propellerSingle.py";"OK"
"boom_bot";"/boom_bot/scripts/visual_nav.py";"OK"
"boom_bot";"/boom_bot/scripts/neural_net_nav.py";"OK"
"boom_bot";"/boom_bot/scripts/motor_driver.py";"OK"
"industrial_training";"/industrial_training/exercises/Perception-Driven_Manipulation/ros2/solution_ws/src/pick_and_place_application/src/nodes/fake_recognition_service.py";"OK"
"industrial_training";"/industrial_training/exercises/Perception-Driven_Manipulation/ros2/template_ws/src/pick_and_place_application/src/nodes/fake_recognition_service.py";"OK"
"industrial_training";"/industrial_training/exercises/5.3/solution_ws/ros2/src/filter_call/filter_call/filter_call.py";"OK"
"industrial_training";"/industrial_training/exercises/5.3/template_ws/ros2/src/filter_call/filter_call/filter_call.py";"OK"
"EN613-introduction-to-robotics";"/EN613-introduction-to-robotics/assignment2/src/assignment2/dummy_object_detector.py";"OK"
"EN613-introduction-to-robotics";"/EN613-introduction-to-robotics/assignment2/src/assignment2/coordinates.py";"OK"
"EN613-introduction-to-robotics";"/EN613-introduction-to-robotics/assignment3/src/assignment3/mecanum_sim.py";"OK"
"EN613-introduction-to-robotics";"/EN613-introduction-to-robotics/assignment4/src/assignment4/joint_driver.py";"OK"
"EN613-introduction-to-robotics";"/EN613-introduction-to-robotics/final/src/robot_spawner_pkg/lidar_tf_publisher.py";"OK"
"EN613-introduction-to-robotics";"/EN613-introduction-to-robotics/final/src/robot_spawner_pkg/spawn_scenario.py";"OK"
"EN613-introduction-to-robotics";"/EN613-introduction-to-robotics/midterm/src/midterm/diffdrive_pid.py";"OK"
"EN613-introduction-to-robotics";"/EN613-introduction-to-robotics/midterm/src/midterm/diffdrive_sim.py";"OK"
"ros2-beginner";"/ros2-beginner/src/my_py_pkg/my_py_pkg/add_two_ints_client_no_oop.py";"OK"
"ros2-beginner";"/ros2-beginner/src/my_py_pkg/my_py_pkg/add_two_ints_client.py";"OK"
"ros2-beginner";"/ros2-beginner/src/my_py_pkg/my_py_pkg/my_first_node.py";"OK"
"ros2-beginner";"/ros2-beginner/src/my_py_pkg/my_py_pkg/battery.py";"OK"
"ros2-beginner";"/ros2-beginner/src/my_py_pkg/my_py_pkg/add_two_ints_server.py";"OK"
"ros2-beginner";"/ros2-beginner/src/my_py_pkg/my_py_pkg/hw_status_publisher.py";"OK"
"ros2-beginner";"/ros2-beginner/src/my_py_pkg/my_py_pkg/robot_news_station.py";"OK"
"ros2-beginner";"/ros2-beginner/src/my_py_pkg/my_py_pkg/template.py";"OK"
"ros2-beginner";"/ros2-beginner/src/my_py_pkg/my_py_pkg/led_panel.py";"OK"
"ros2-beginner";"/ros2-beginner/src/my_py_pkg/my_py_pkg/smartphone.py";"OK"
"ros2-beginner";"/ros2-beginner/src/turtlesim_catch_them_all/turtlesim_catch_them_all/turtle_spawner.py";"OK"
"ros2-beginner";"/ros2-beginner/src/turtlesim_catch_them_all/turtlesim_catch_them_all/turtle_controller.py";"OK"
"ron";"/ron/ron_basic_viz/ron_basic_viz/ron_viz.py";"OK"
"aprs";"/aprs/aprs_ws/src/point_cloud/scripts/point_cloud.py";"OK"
"aprs";"/aprs/aprs_ws/src/Universal_Robots_ROS2_Driver/ur_robot_driver/test/robot_driver.py";"OK"
"aprs";"/aprs/aprs_ws/src/Universal_Robots_ROS2_Driver/ur_robot_driver/test/dashboard_client.py";"OK"
"aprs";"/aprs/aprs_ws/src/Universal_Robots_ROS2_Driver/ur_robot_driver/scripts/tool_communication.py";"OK"
"aprs";"/aprs/aprs_ws/src/aprs_gazebo/nodes/controller_switcher.py";"OK"
"aprs";"/aprs/ariac_ws/src/ariac_gz/nodes/robot_controller_switcher_node.py";"OK"
"aprs";"/aprs/ariac_ws/src/ariac_gz/nodes/part_spawner.py";"OK"
"aprs";"/aprs/ariac_ws/src/ariac_gz/ariac_gz/tf_broadcaster.py";"OK"
"aprs";"/aprs/ariac_ws/src/ariac_gz/ariac_gz/environment_startup.py";"OK"
"ROS-LLM";"/ROS-LLM/llm_input/llm_input/llm_audio_input.py";"OK"
"ROS-LLM";"/ROS-LLM/llm_input/llm_input/llm_audio_input_local.py";"OK"
"ROS-LLM";"/ROS-LLM/llm_robot/llm_robot/turtle_robot.py";"OK"
"ROS-LLM";"/ROS-LLM/llm_robot/llm_robot/arx5_arm_robot.py";"OK"
"ROS-LLM";"/ROS-LLM/llm_output/llm_output/llm_audio_output.py";"OK"
"ROS-LLM";"/ROS-LLM/llm_model/llm_model/chatgpt.py";"OK"
"Rob-tica_movil_logica_difusa";"/Rob-tica_movil_logica_difusa/pkg_entrega1_v2/pkg_entrega1_v2/ejercicio1.py";"OK"
"Rob-tica_movil_logica_difusa";"/Rob-tica_movil_logica_difusa/control_turtlebot/control_turtlebot/domingo_julian_pruebas.py";"OK"
"Rob-tica_movil_logica_difusa";"/Rob-tica_movil_logica_difusa/control_turtlebot/control_turtlebot/viernes_profe_navegacion_odom_no_tocar.py";"OK"
"Rob-tica_movil_logica_difusa";"/Rob-tica_movil_logica_difusa/control_turtlebot/control_turtlebot/odomeuler.py";"OK"
"Rob-tica_movil_logica_difusa";"/Rob-tica_movil_logica_difusa/control_turtlebot/control_turtlebot/logica_difusa_v2.py";"OK"
"Rob-tica_movil_logica_difusa";"/Rob-tica_movil_logica_difusa/control_turtlebot/control_turtlebot/copia_miercoles__nov.py";"OK"
"Rob-tica_movil_logica_difusa";"/Rob-tica_movil_logica_difusa/control_turtlebot/control_turtlebot/logica_difusa.py";"OK"
"Rob-tica_movil_logica_difusa";"/Rob-tica_movil_logica_difusa/control_turtlebot/control_turtlebot/logica_difusa_v3_codigo_la_fuerza.py";"OK"
"Rob-tica_movil_logica_difusa";"/Rob-tica_movil_logica_difusa/control_turtlebot/control_turtlebot/viernes_navegacion_odometria.py";"OK"
"Rob-tica_movil_logica_difusa";"/Rob-tica_movil_logica_difusa/control_turtlebot/control_turtlebot/logica_difusa_v4.py";"OK"
"Rob-tica_movil_logica_difusa";"/Rob-tica_movil_logica_difusa/control_turtlebot/control_turtlebot/copiasSeguridad/domingo_julian_pruebas.py";"OK"
"Rob-tica_movil_logica_difusa";"/Rob-tica_movil_logica_difusa/pkg_entrega2/pkg_entrega2/ejercicio1.py";"OK"
"Rob-tica_movil_logica_difusa";"/Rob-tica_movil_logica_difusa/pkg_entrega2_v_quieta/pkg_entrega2_v_quieta/ejercicio1.py";"OK"
"Rob-tica_movil_logica_difusa";"/Rob-tica_movil_logica_difusa/pkg_entrega1/pkg_entrega1/ejercicio1.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/rclpy/rclpy/test/test_lifecycle.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/rclpy/rclpy/test/test_qos_overriding_options.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/rclpy/rclpy/test/test_destruction_order.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/rclpy/rclpy/test/test_subscription.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/rclpy/rclpy/rclpy/__init__.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/launch/launch_pytest/test/launch_pytest/examples/executables/talker.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/launch_ros/launch_testing_ros/test/examples/talker.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/launch_ros/launch_testing_ros/test/examples/parameter_blackboard.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/launch_ros/launch_testing_ros/test/examples/listener.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/launch_ros/launch_testing_ros/launch_testing_ros/wait_for_topics.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/executors/examples_rclpy_executors/talker.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/executors/examples_rclpy_executors/callback_group.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/executors/examples_rclpy_executors/custom_executor.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/executors/examples_rclpy_executors/custom_callback_group.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/executors/examples_rclpy_executors/listener.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/actions/minimal_action_server/examples_rclpy_minimal_action_server/server_single_goal.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/actions/minimal_action_server/examples_rclpy_minimal_action_server/server.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/actions/minimal_action_server/examples_rclpy_minimal_action_server/server_defer.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/actions/minimal_action_server/examples_rclpy_minimal_action_server/server_queue_goals.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/actions/minimal_action_client/examples_rclpy_minimal_action_client/client.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/actions/minimal_action_client/examples_rclpy_minimal_action_client/client_cancel.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/actions/minimal_action_client/examples_rclpy_minimal_action_client/client_asyncio.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/services/minimal_client/examples_rclpy_minimal_client/client_async_member_function.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/services/minimal_service/examples_rclpy_minimal_service/service_member_function.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/topics/minimal_publisher/examples_rclpy_minimal_publisher/publisher_member_function.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/examples/rclpy/topics/minimal_subscriber/examples_rclpy_minimal_subscriber/subscriber_member_function.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/geometry2/examples_tf2_py/examples_tf2_py/static_broadcaster.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/geometry2/examples_tf2_py/examples_tf2_py/frame_dumper.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/geometry2/examples_tf2_py/examples_tf2_py/dynamic_broadcaster.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/geometry2/examples_tf2_py/examples_tf2_py/waits_for_transform.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/geometry2/examples_tf2_py/examples_tf2_py/blocking_waits_for_transform.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/geometry2/examples_tf2_py/examples_tf2_py/async_waits_for_transform.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/ros2cli/ros2doctor/test/fixtures/listener_node_with_reliable_qos.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/ros2cli/ros2doctor/test/fixtures/talker_node_with_best_effort_qos.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/ros2cli/ros2doctor/test/fixtures/talker_node_with_reliable_qos.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/ros2cli/ros2service/test/fixtures/echo_server.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/ros2cli/ros2topic/test/fixtures/talker_node.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/ros2cli/ros2topic/test/fixtures/listener_node.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/ros2cli/ros2topic/test/fixtures/repeater_node.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/ros2cli/ros2topic/test/fixtures/controller_node.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/ros2cli/ros2topic/ros2topic/verb/pub.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/sros2/sros2/test/sros2/commands/security/verbs/fixtures/client_service_node.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/sros2/sros2/test/sros2/commands/security/verbs/fixtures/pub_sub_node.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/demos/action_tutorials/action_tutorials_py/action_tutorials_py/fibonacci_action_client.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/demos/demo_nodes_py/demo_nodes_py/services/add_two_ints_server.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/demos/demo_nodes_py/demo_nodes_py/topics/talker.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/demos/demo_nodes_py/demo_nodes_py/topics/listener_serialized.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/demos/demo_nodes_py/demo_nodes_py/topics/talker_qos.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/demos/demo_nodes_py/demo_nodes_py/topics/listener.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/demos/demo_nodes_py/demo_nodes_py/topics/listener_qos.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/demos/quality_of_service_demo/rclpy/quality_of_service_demo_py/qos_overrides_listener.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/demos/quality_of_service_demo/rclpy/quality_of_service_demo_py/qos_overrides_talker.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/demos/quality_of_service_demo/rclpy/quality_of_service_demo_py/common_nodes.py";"OK"
"ros2_workspace";"/ros2_workspace/src/ros2/demos/quality_of_service_demo/rclpy/quality_of_service_demo_py/message_lost_listener.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/follow_person_newmanager/python_template/ros2_humble/interfaces/pose3d.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/follow_person_newmanager/python_template/ros2_humble/interfaces/camera.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/follow_person_newmanager/python_template/ros2_humble/interfaces/bounding_boxes.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/follow_person_newmanager/python_template/ros2_humble/interfaces/laser.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/amazon_warehouse_newmanager/python_template/ros2_humble/interfaces/pose3d.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/amazon_warehouse_newmanager/python_template/ros2_humble/interfaces/camera.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/amazon_warehouse_newmanager/python_template/ros2_humble/interfaces/platform_controller.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/amazon_warehouse_newmanager/python_template/ros2_humble/interfaces/laser.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/follow_line_newmanager/python_template/ros2_humble/interfaces/camera.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/vacuum_cleaner_loc_newmanager/python_template/ros2_humble/interfaces/pose3d.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/vacuum_cleaner_loc_newmanager/python_template/ros2_humble/interfaces/bumper.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/vacuum_cleaner_loc_newmanager/python_template/ros2_humble/interfaces/laser.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/autoparking_newmanager/python_template/ros2_humble/interfaces/pose3d.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/autoparking_newmanager/python_template/ros2_humble/interfaces/laser.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/vacuum_cleaner_newmanager/python_template/ros2_humble/interfaces/pose3d.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/vacuum_cleaner_newmanager/python_template/ros2_humble/interfaces/bumper.py";"OK"
"RoboticsAcademy";"/RoboticsAcademy/exercises/static/exercises/vacuum_cleaner_newmanager/python_template/ros2_humble/interfaces/laser.py";"OK"
"carla_vloc_benchmark";"/carla_vloc_benchmark/carla_vloc_benchmark/carla_visual_navigation/carla_visual_navigation/scenario_batch_executor_node.py";"OK"
"carla_vloc_benchmark";"/carla_vloc_benchmark/carla_vloc_benchmark/carla_visual_navigation/carla_visual_navigation/place_recognition_evaluator_node.py";"OK"
"carla_vloc_benchmark";"/carla_vloc_benchmark/carla_vloc_benchmark/carla_visual_navigation/carla_visual_navigation/image_capture_node.py";"OK"
